,etiqueta,contenido
425,1, Send this to ur friends and receive something about ur voice How is my speaking expression childish naughty Sentiment rowdy ful of attitude romantic shy Attractive funny  irritating  lovable reply me
426,1, Ok Shell be ok I guess
427,1, aathiwhere are you dear
428,1, Any pain on urination any thing else
429,1, at esplanade Do ü mind giving me a lift cos i got no car today
430,1, I wnt to buy a BMW car urgentlyits vry urgentbut hv a shortage of  Lacsthere is no source to arng dis amt  lacsthats my prob
431,1, At home watching tv lor
432,1, Does she usually take fifteen fucking minutes to respond to a yes or no question
433,0, Congrats Nokia video camera phone is your Call Calls cost ppm Ave call mins vary from mobiles  Close post BCM Ldn WCNXX
434,1, Booked ticket for pongal
435,1, You available now Im like right around hillsborough amp  th
436,1, The message sent is askin for  dollars Shoul i pay  or  
437,1, Ask g or iouri Ive told the story like ten times already
438,1, How long does applebees fucking take
439,1, Hi hope u get this txtjourney hasnt been gdnow about mins late I think
440,1, But i have to I like to have love and arrange
441,1, Yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out
442,1, You were supposed to wake ME up 
443,1, Oic I saw him too but i tot he din c me I found a group liao
444,1, Sorry Ill call later
445,1, HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND HOWDY GORGEOUS HOWU DOIN FOUNDURSELF A JOBYET SAUSAGELOVE JEN XXX
446,1, Sorry my battery died I can come by but Im only getting a gram for now wheres your place
447,1, Well done blimey exercise yeah i kinda remember wot that is hmm 
448,1, I wont get concentration dear you know you are my mind and everything 
449,1, LOL  Have you made plans for new years
450,1, min later k
451,1, hanks lotsly
452,1, Thanks for this hope you had a good day today
453,1, Kkwhat are detail you want to transferacc no enough
454,1, Ok i will tell her to stay out Yeah its been tough but we are optimistic things will improve this month
455,0, Loan for any purpose £  £ Homeowners  Tenants welcome Have you been previously refused We can still help Call Free or text back help
456,1, Si si I think ill go make those oreo truffles
457,1, LOOK AT AMY URE A BEAUTIFUL INTELLIGENT WOMAN AND I LIKE U A LOT I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY
458,1, I hope you thats the result of being consistently intelligent and kind Start asking him about practicum links and keep your ears open and all the best ttyl
459,1,  that call cost Which i guess isnt bad Miss ya need ya want ya love ya
460,1, Going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe
461,1, Where did u go My phone is gonna die you have to stay in here
462,1, Great Never been better Each day gives even more reasons to thank God
463,0, UpgrdCentre Orange customer you may now claim your FREE CAMERA PHONE upgrade for your loyalty Call now on  Offer ends th July TCs apply Optout available
464,1, Sorry Ill call later ok bye
465,1, Ok i am on the way to railway
466,1, great princess I love giving and receiving oral Doggy style is my fave position How about you I enjoy making love  times per night 
467,1, They dont put that stuff on the roads to keep it from getting slippery over there
468,1, When are you going to ride your bike
469,1, Yup no need Ill jus wait e rain stop
470,1, There are many company Tell me the language
471,0, okmail Dear Dave this is your final notice to collect your  Tenerife Holiday or  CASH award Call from landline TCs SAE Box CWWX ppm
472,1, How long has it been since you screamed princess
473,1, Nothing I meant that once the money enters your account here the bank will remove its flat rate Someone transfered  to my account and  dollars got removed So the banks differ and charges also differbe sure you trust the ja person you are sending account details to cos
474,0, Want get laid tonight Want real Dogging locations sent direct ur Mob Join the UKs largest Dogging Network by txting MOAN to Nyt eca pmsgp
475,1, Nice line said by a broken heart Plz dont cum more times infront of me Other wise once again I ll trust U Good t
476,1, Ok Im gonna head up to usf in like fifteen minutes
477,1, Love you aathilove u lot
478,1, Tension ahwhat machiany problem
479,1, K can I pick up another th when youre done
480,1, Whenre you guys getting back G said you were thinking about not staying for mcr
481,1, Almost there see u in a sec
482,1, Yo carlos a few friends are already asking me about you you working at all this weekend
483,1, Watching tv lor
484,1, Thank you baby I cant wait to taste the real thing
485,1, You should change your fb to jaykwon thuglyfe falconerf
486,1, If we win its really no side for long time
487,0, FREE MESSAGE Activate your FREE Text Messages by replying to this message with the word FREE For terms  conditions visit wwwcom
488,1, Dear reached railway What happen to you
489,1, Depends on quality If you want the type i sent boye faded glory then about  If you want ralphs maybe 
490,1, I think ive fixed it can you send a test message
491,1, Sorry man my accounts dry or I would if you want we could trade back half or I could buy some shit with my credit card
492,0, Congrats year special cinema pass for is yours call now C Suprman V Matrix StarWars etc all FREE bxipwe pm Dont miss out
493,1, Sorryin meeting Ill call later
494,1, What class of  reunion
495,1, Are you free nowcan i call now
496,1, Got meh When
497,1, Nope Think i will go for it on monday Sorry i replied so late
498,1, Some of them told accenture is not confirm Is it true
499,1, Kate jackson rec center before ish right
500,1, Dear i have reache room
501,1, Fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose  u lose if u win  u still lose
502,1, When can ü come out
503,1, Check with nuerologist
504,1, Lolnice I went from a fish to water
505,0,  Congratulations  in this weeks competition draw u have won the £ prize to claim just call b TCsstop SMS  Over only ppm
506,1, No its waiting in e car dats bored wat Cos wait outside got nothing do At home can do my stuff or watch tv wat
507,1, Maybe westshore or hyde park village the place near my house
508,1, You should know now So hows anthony Are you bringing money Ive school fees to pay and rent and stuff like that Thats why i need your help A friend in need
509,1, Whats the significance
510,1, Your opinion about me  Over  Jada  Kusruthi  Lovable  Silent  Spl character  Not matured  Stylish  Simple Pls reply
511,1, at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try
512,1, Prabhaim sorydarealyfrm heart im sory
513,1, Lol ok your forgiven 
514,1, Nojst change tat only
515,0, You are guaranteed the latest Nokia Phone a GB iPod MP player or a £ prize Txt word COLLECT to No  IBHltd LdnWH pMtmsgrcvd
516,1, Sno competition for him
517,0, Boltblue tones for p Reply POLY or MONO eg POLY  Cha Cha Slide  Yeah  Slow Jamz  Toxic  Come With Me or STOP more tones txt MORE
518,0, Your credits have been topped up for 
519,1, That way transport is less problematic than on sat night By the way if u want to ask n to join my bday feel free But need to know definite nos as booking on fri 
520,1, Usually the person is unconscious thats in children but in adults they may just behave abnormally Ill call you now
521,1, But thats on ebay it might be less elsewhere
522,1, Shall i come to get pickle
523,1, Were gonna go get some tacos
524,1, Thats very rude you on campus
525,0, URGENT Your Mobile No was awarded a £ Bonus Caller Prize on  This is our nd attempt to contact YOU Call  BOXQU
526,1, Hi i wont b ard christmas But do enjoy n merry xmas
527,0, Todays Offer Claim ur £ worth of discount vouchers Text YES to now SavaMob member offers mobile T Cs  £ Sub  Unsub reply X
528,1, Yes How is a pretty lady like you single
529,0, You will recieve your tone within the next hrs For Terms and conditions please see Channel U Teletext Pg 
530,1, Jay says that youre a doublefaggot
531,0, PRIVATE Your Account Statement for shows unredeemed SIM points Call Identifier Code Expires  
532,1, What Todaysundaysunday is holidayso no work
533,1, Gudnitetcpractice going on
534,1, Ill be late
535,1, Ive not called you in a while This is hoping it was lr malaria and that you know that we miss you guys I miss Bani big so pls give her my love especially Have a great day
536,1, Good afternoon my love How goes that day  I hope maybe you got some leads on a job I think of you boytoy and send you a passionate kiss from across the sea
537,1, Probably gonna be here for a while see you later tonight 
538,1, Or maybe my fat fingers just press all these buttons and it doesnt know what to do
539,1, Ummmmmaah Many many happy returns of d day my dear sweet heart HAPPY BIRTHDAY dear
540,1, I am in tirupur da once you started from office call me
541,0, from wwwApplausestorecom MonthlySubscriptionpmsg maxmonth TCsC web age stop txt stop
542,1, A famous quote  when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are  MARRIED
543,1, But am going to college pa What to do are else ill come there it self Pa
